Start_time, Request_Type, Latency, Response_Code
07:29:31.178930200, POST, 16.0, 201
07:29:31.177929700, POST, 17.0, 201
07:29:31.178930200, POST, 16.0, 201
07:29:31.195945300, POST, 1.0, 201
07:29:31.194944600, POST, 14.0, 201
07:29:31.194944600, POST, 13.0, 201
07:29:31.194944600, POST, 14.0, 201
07:29:31.194944600, POST, 13.0, 201
07:29:31.196946400, POST, 12.0, 201
07:29:31.194944600, POST, 14.0, 201
07:29:31.195945300, POST, 13.0, 201
07:29:31.194944600, POST, 14.0, 201
07:29:31.194944600, POST, 14.0, 201
07:29:31.194944600, POST, 14.0, 201
07:29:31.194944600, POST, 15.0, 201
07:29:31.194944600, POST, 15.0, 201
07:29:31.194944600, POST, 15.0, 201
07:29:31.194944600, POST, 15.0, 201
07:29:31.194944600, POST, 15.0, 201
07:29:31.194944600, POST, 15.0, 201
07:29:31.209958300, POST, 14.0, 201
07:29:31.208957900, POST, 14.0, 201
07:29:31.209958300, POST, 13.0, 201
07:29:31.208957900, POST, 14.0, 201
07:29:31.208957900, POST, 15.0, 201
07:29:31.208957900, POST, 15.0, 201
07:29:31.208957900, POST, 15.0, 201
07:29:31.209958300, POST, 14.0, 201
07:29:31.209958300, POST, 14.0, 201
07:29:31.208957900, POST, 15.0, 201
07:29:31.209958300, POST, 14.0, 201
07:29:31.209958300, POST, 14.0, 201
07:29:31.209958300, POST, 14.0, 201
07:29:31.209958300, POST, 15.0, 201
07:29:31.208957900, POST, 16.0, 201
07:29:31.209958300, POST, 15.0, 201
07:29:31.224972, POST, 2.0, 201
07:29:31.223970700, POST, 15.0, 201
07:29:31.223970700, POST, 15.0, 201
07:29:31.225972700, POST, 14.0, 201
07:29:31.223970700, POST, 16.0, 201
07:29:31.223970700, POST, 16.0, 201
07:29:31.223970700, POST, 15.0, 201
07:29:31.223970700, POST, 16.0, 201
07:29:31.223970700, POST, 16.0, 201
07:29:31.226973500, POST, 14.0, 201
07:29:31.224972, POST, 15.0, 201
07:29:31.223970700, POST, 16.0, 201
07:29:31.224972, POST, 16.0, 201
07:29:31.224972, POST, 16.0, 201
07:29:31.224972, POST, 16.0, 201
07:29:31.223970700, POST, 17.0, 201
07:29:31.225972700, POST, 15.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.239985300, POST, 15.0, 201
07:29:31.239985300, POST, 15.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.241987400, POST, 14.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.241987400, POST, 14.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.239985300, POST, 16.0, 201
07:29:31.240986600, POST, 15.0, 201
07:29:31.239985300, POST, 16.0, 201
07:29:31.239985300, POST, 16.0, 201
07:29:31.239985300, POST, 16.0, 201
07:29:31.256000100, POST, 15.0, 201
07:29:31.256000100, POST, 15.0, 201
07:29:31.257001300, POST, 15.0, 201
07:29:31.257001300, POST, 15.0, 201
07:29:31.256000100, POST, 16.0, 201
07:29:31.257001300, POST, 15.0, 201
07:29:31.256000100, POST, 16.0, 201
07:29:31.256000100, POST, 16.0, 201
07:29:31.256000100, POST, 16.0, 201
07:29:31.257001300, POST, 16.0, 201
07:29:31.257001300, POST, 16.0, 201
07:29:31.257001300, POST, 16.0, 201
07:29:31.256000100, POST, 16.0, 201
07:29:31.256000100, POST, 16.0, 201
07:29:31.256000100, POST, 16.0, 201
07:29:31.256000100, POST, 17.0, 201
07:29:31.272014900, POST, 15.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.272014900, POST, 15.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.272014900, POST, 15.0, 201
07:29:31.272014900, POST, 15.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.272014900, POST, 15.0, 201
07:29:31.274016700, POST, 14.0, 201
07:29:31.272014900, POST, 16.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.273015800, POST, 15.0, 201
07:29:31.273015800, POST, 16.0, 201
07:29:31.289030500, POST, 1.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 15.0, 201
07:29:31.288029400, POST, 16.0, 201
07:29:31.290030900, POST, 14.0, 201
07:29:31.288029400, POST, 16.0, 201
07:29:31.288029400, POST, 16.0, 201
07:29:31.288029400, POST, 16.0, 201
07:29:31.288029400, POST, 16.0, 201
07:29:31.305045, POST, 15.0, 201
07:29:31.304043800, POST, 15.0, 201
07:29:31.304043800, POST, 15.0, 201
07:29:31.304043800, POST, 15.0, 201
07:29:31.304043800, POST, 15.0, 201
07:29:31.304043800, POST, 15.0, 201
07:29:31.304043800, POST, 16.0, 201
07:29:31.304043800, POST, 16.0, 201
07:29:31.304043800, POST, 16.0, 201
07:29:31.305045, POST, 16.0, 201
07:29:31.304043800, POST, 16.0, 201
07:29:31.304043800, POST, 16.0, 201
07:29:31.304043800, POST, 16.0, 201
07:29:31.305045, POST, 16.0, 201
07:29:31.304043800, POST, 16.0, 201
07:29:31.304043800, POST, 17.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.320058100, POST, 16.0, 201
07:29:31.320058100, POST, 16.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.321059300, POST, 16.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.320058100, POST, 16.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.320058100, POST, 16.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.321059300, POST, 15.0, 201
07:29:31.321059300, POST, 16.0, 201
07:29:31.320058100, POST, 16.0, 201
07:29:31.321059300, POST, 16.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.336072700, POST, 15.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.337074, POST, 15.0, 201
07:29:31.336072700, POST, 16.0, 201
07:29:31.336072700, POST, 16.0, 201
07:29:31.337074, POST, 16.0, 201
07:29:31.336072700, POST, 16.0, 201
07:29:31.336072700, POST, 16.0, 201
07:29:31.337074, POST, 16.0, 201
07:29:31.337074, POST, 16.0, 201
07:29:31.353088700, POST, 1.0, 201
07:29:31.352088100, POST, 15.0, 201
07:29:31.353088700, POST, 15.0, 201
07:29:31.353088700, POST, 15.0, 201
07:29:31.353088700, POST, 15.0, 201
07:29:31.353088700, POST, 15.0, 201
07:29:31.352088100, POST, 16.0, 201
07:29:31.352088100, POST, 16.0, 201
07:29:31.352088100, POST, 16.0, 201
07:29:31.352088100, POST, 16.0, 201
07:29:31.355090400, POST, 14.0, 201
07:29:31.352088100, POST, 16.0, 201
07:29:31.353088700, POST, 15.0, 201
07:29:31.353088700, POST, 15.0, 201
07:29:31.352088100, POST, 16.0, 201
07:29:31.352088100, POST, 16.0, 201
07:29:31.353088700, POST, 15.0, 201
07:29:31.369103500, POST, 1.0, 201
07:29:31.369103500, POST, 15.0, 201
07:29:31.369103500, POST, 15.0, 201
07:29:31.369103500, POST, 15.0, 201
07:29:31.369103500, POST, 15.0, 201
07:29:31.369103500, POST, 15.0, 201
07:29:31.369103500, POST, 15.0, 201
07:29:31.369103500, POST, 15.0, 201
07:29:31.368102200, POST, 16.0, 201
07:29:31.368102200, POST, 16.0, 201
07:29:31.368102200, POST, 16.0, 201
07:29:31.369103500, POST, 16.0, 201
07:29:31.369103500, POST, 16.0, 201
07:29:31.368102200, POST, 16.0, 201
07:29:31.371105400, POST, 14.0, 201
07:29:31.368102200, POST, 17.0, 201
07:29:31.368102200, POST, 17.0, 201
07:29:31.385117800, POST, 1.0, 201
07:29:31.384116700, POST, 15.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.384116700, POST, 15.0, 201
07:29:31.384116700, POST, 15.0, 201
07:29:31.387119100, POST, 13.0, 201
07:29:31.384116700, POST, 15.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.385117800, POST, 14.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.384116700, POST, 16.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.384116700, POST, 16.0, 201
07:29:31.385117800, POST, 15.0, 201
07:29:31.401132600, POST, 1.0, 201
07:29:31.400131100, POST, 15.0, 201
07:29:31.400131100, POST, 15.0, 201
07:29:31.400131100, POST, 15.0, 201
07:29:31.400131100, POST, 15.0, 201
07:29:31.400131100, POST, 15.0, 201
07:29:31.400131100, POST, 15.0, 201
07:29:31.400131100, POST, 15.0, 201
07:29:31.401132600, POST, 15.0, 201
07:29:31.401132600, POST, 15.0, 201
07:29:31.400131100, POST, 16.0, 201
07:29:31.402133300, POST, 14.0, 201
07:29:31.401132600, POST, 16.0, 201
07:29:31.400131100, POST, 16.0, 201
07:29:31.401132600, POST, 16.0, 201
07:29:31.401132600, POST, 16.0, 201
07:29:31.400131100, POST, 16.0, 201
07:29:31.417146800, POST, 1.0, 201
07:29:31.416145800, POST, 15.0, 201
07:29:31.416145800, POST, 16.0, 201
07:29:31.417146800, POST, 15.0, 201
07:29:31.416145800, POST, 15.0, 201
07:29:31.417146800, POST, 15.0, 201
07:29:31.416145800, POST, 15.0, 201
07:29:31.416145800, POST, 16.0, 201
07:29:31.418147600, POST, 13.0, 201
07:29:31.417146800, POST, 15.0, 201
07:29:31.417146800, POST, 15.0, 201
07:29:31.416145800, POST, 16.0, 201
07:29:31.416145800, POST, 16.0, 201
07:29:31.416145800, POST, 16.0, 201
07:29:31.416145800, POST, 16.0, 201
07:29:31.417146800, POST, 15.0, 201
07:29:31.417146800, POST, 15.0, 201
07:29:31.432160300, POST, 2.0, 201
07:29:31.432160300, POST, 2.0, 201
07:29:31.432160300, POST, 2.0, 201
07:29:31.432160300, POST, 2.0, 201
07:29:31.432160300, POST, 15.0, 201
07:29:31.432160300, POST, 15.0, 201
07:29:31.432160300, POST, 16.0, 201
07:29:31.432160300, POST, 15.0, 201
07:29:31.435163, POST, 13.0, 201
07:29:31.432160300, POST, 15.0, 201
07:29:31.435163, POST, 13.0, 201
07:29:31.432160300, POST, 16.0, 201
07:29:31.432160300, POST, 16.0, 201
07:29:31.435163, POST, 13.0, 201
07:29:31.432160300, POST, 16.0, 201
07:29:31.432160300, POST, 16.0, 201
07:29:31.435163, POST, 13.0, 201
07:29:31.433161400, POST, 16.0, 201
07:29:31.432160300, POST, 17.0, 201
07:29:31.432160300, POST, 17.0, 201
07:29:31.449176, POST, 1.0, 201
07:29:31.449176, POST, 15.0, 201
07:29:31.449176, POST, 15.0, 201
07:29:31.450177300, POST, 15.0, 201
07:29:31.448177, POST, 16.0, 201
07:29:31.448177, POST, 16.0, 201
07:29:31.448177, POST, 16.0, 201
07:29:31.448177, POST, 16.0, 201
07:29:31.449176, POST, 16.0, 201
07:29:31.448177, POST, 16.0, 201
07:29:31.451177700, POST, 14.0, 201
07:29:31.449176, POST, 15.0, 201
07:29:31.449176, POST, 16.0, 201
07:29:31.449176, POST, 16.0, 201
07:29:31.448177, POST, 17.0, 201
07:29:31.448177, POST, 17.0, 201
07:29:31.448177, POST, 17.0, 201
07:29:31.465190400, POST, 14.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 16.0, 201
07:29:31.464189700, POST, 16.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 16.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.464189700, POST, 16.0, 201
07:29:31.465190400, POST, 16.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.465190400, POST, 15.0, 201
07:29:31.481205300, POST, 14.0, 201
07:29:31.480204200, POST, 14.0, 201
07:29:31.481205300, POST, 14.0, 201
07:29:31.481205300, POST, 14.0, 201
07:29:31.481205300, POST, 14.0, 201
07:29:31.480204200, POST, 15.0, 201
07:29:31.481205300, POST, 14.0, 201
07:29:31.480204200, POST, 15.0, 201
07:29:31.480204200, POST, 15.0, 201
07:29:31.480204200, POST, 15.0, 201
07:29:31.480204200, POST, 15.0, 201
07:29:31.481205300, POST, 14.0, 201
07:29:31.481205300, POST, 15.0, 201
07:29:31.481205300, POST, 15.0, 201
07:29:31.481205300, POST, 15.0, 201
07:29:31.481205300, POST, 15.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.495217700, POST, 15.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.495217700, POST, 15.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.495217700, POST, 15.0, 201
07:29:31.495217700, POST, 15.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.496218500, POST, 15.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.496218500, POST, 14.0, 201
07:29:31.495217700, POST, 15.0, 201
07:29:31.496218500, POST, 15.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.510231300, POST, 15.0, 201
07:29:31.510231300, POST, 15.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.510231300, POST, 16.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.510231300, POST, 16.0, 201
07:29:31.511232200, POST, 16.0, 201
07:29:31.511232200, POST, 16.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.511232200, POST, 16.0, 201
07:29:31.511232200, POST, 15.0, 201
07:29:31.527247200, POST, 15.0, 201
07:29:31.527247200, POST, 15.0, 201
07:29:31.527247200, POST, 15.0, 201
07:29:31.526245900, POST, 16.0, 201
07:29:31.526245900, POST, 16.0, 201
07:29:31.526245900, POST, 16.0, 201
07:29:31.527247200, POST, 15.0, 201
07:29:31.527247200, POST, 15.0, 201
07:29:31.527247200, POST, 15.0, 201
07:29:31.526245900, POST, 16.0, 201
07:29:31.527247200, POST, 15.0, 201
07:29:31.526245900, POST, 16.0, 201
07:29:31.527247200, POST, 16.0, 201
07:29:31.527247200, POST, 16.0, 201
07:29:31.526245900, POST, 16.0, 201
07:29:31.527247200, POST, 16.0, 201
07:29:31.543261400, POST, 1.0, 201
07:29:31.543261400, POST, 15.0, 201
07:29:31.542260700, POST, 15.0, 201
07:29:31.545263300, POST, 13.0, 201
07:29:31.543261400, POST, 15.0, 201
07:29:31.543261400, POST, 15.0, 201
07:29:31.542260700, POST, 15.0, 201
07:29:31.542260700, POST, 15.0, 201
07:29:31.542260700, POST, 15.0, 201
07:29:31.543261400, POST, 15.0, 201
07:29:31.543261400, POST, 15.0, 201
07:29:31.542260700, POST, 16.0, 201
07:29:31.542260700, POST, 16.0, 201
07:29:31.543261400, POST, 15.0, 201
07:29:31.542260700, POST, 16.0, 201
